pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
956,Skuntank,435,https://drive.google.com/file/d/1tkLJ1LvX5HRTKKrM8ORKtLSRdokj84ka/view?usp=drivesdk,14,2,590,1.0 m (3′03″),38.0 kg (83.8 lbs),362,5,173,2 HP,"60 (7.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",103,316,410,93,171,313,67,125,256,71,132,265,61,114,243,84,155,293,
957,Skwovet,819,https://drive.google.com/file/d/1yi3k2PSMaEtXS1p-yNVxJkTrfwNdJGT4/view?usp=drivesdk,13,,591,0.3 m (1′00″),2.5 kg (5.5 lbs),35,115,,1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),55,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,55,103,229,55,103,229,35,67,185,35,67,185,25,49,163,
958,Slaking,289,https://drive.google.com/file/d/1_INRmQ-iYOk_GBziCyjMoFSw7zXjMBND/view?usp=drivesdk,13,,592,2.0 m (6′07″),130.5 kg (287.7 lbs),412,,,3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),285,Slow,7,,"50% male, 50% female","15 (3,599–3,855 steps)",150,410,504,160,292,460,100,184,328,95,175,317,65,121,251,100,184,328,
959,Slakoth,287,https://drive.google.com/file/d/1w47po-0D8u-fWuxnQAN2yqiCQlHlOMO6/view?usp=drivesdk,13,,593,0.8 m (2′07″),24.0 kg (52.9 lbs),412,,,1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Slow,7,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,60,112,240,60,112,240,35,67,185,35,67,185,30,58,174,
960,Sliggoo,705,https://drive.google.com/file/d/1_cXk8YHM1bTJ0XpMwMmEImjSh6M4blCD/view?usp=drivesdk,3,,298,0.8 m (2′07″),17.5 kg (38.6 lbs),305,145,118,2 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,5,,"50% male, 50% female","40 (10,024–10,280 steps)",68,246,340,75,139,273,53,99,225,83,153,291,113,207,357,60,112,240,
961,Hisuian Sliggoo,705,https://drive.google.com/file/d/1x4wl1LHGS1B9VguAqBEcs7XMCKayEysS/view?usp=drivesdk,17,3,576,0.7 m (2′04″),68.5 kg (151.0 lbs),305,323,118,2 Sp. Def,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),158,Slow,5,,"50% male, 50% female","40 (10,024–10,280 steps)",58,226,320,75,139,273,83,153,291,83,153,291,113,207,357,40,76,196,
962,Slither Wing,988,https://drive.google.com/file/d/1xkLaiGY0PbZ7sdDJJ__MfMH7AUaW9zTO/view?usp=drivesdk,1,6,84,3.2 m (10′06″),92.0 kg (202.8 lbs),265,,,3 Attack,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),285,Slow,13,,Genderless,"50 (12,594–12,850 steps)",85,280,374,135,247,405,79,146,282,85,157,295,105,193,339,81,150,287,
963,Slowbro,80,https://drive.google.com/file/d/1hHoMecjsvkmG13l2kUy7gKuPDVeCJWte/view?usp=drivesdk,18,15,594,1.6 m (5′03″),78.5 kg (173.1 lbs),227,235,285,2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,110,202,350,100,184,328,80,148,284,30,58,174,
964,Mega Slowbro,80,https://drive.google.com/file/d/1cWhqcgTA5G86sxwA_cdB4FdXIdQkMtxk/view?usp=drivesdk,18,15,594,2.0 m (6′07″),120.0 kg (264.6 lbs),323,,,2 Defense,"75 (9.8% with PokéBall, full HP)",50 (normal),207,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,180,328,504,130,238,394,80,148,284,30,58,174,
965,Galarian Slowbro,80,https://drive.google.com/file/d/1lEWNvsu9eB72EcOqF6q1uNTYCNBHbGYw/view?usp=drivesdk,14,15,594,1.6 m (5′03″),70.5 kg (155.4 lbs),273,235,285,2 Attack,"75 (9.8% with PokéBall, full HP)",50 (normal),172,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,100,184,328,95,175,317,100,184,328,70,130,262,30,58,174,
966,Slowking,199,https://drive.google.com/file/d/1y_-yM38x3Ky4fP2wQj7BEafcR1bgFUiU/view?usp=drivesdk,18,15,527,2.0 m (6′07″),79.5 kg (175.3 lbs),227,235,285,2 Sp. Def,"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,75,139,273,80,148,284,100,184,328,110,202,350,30,58,174,
967,Galarian Slowking,199,https://drive.google.com/file/d/1zuOmJRRGrHUD5Jzhq6FhD5m0TBf3bCnT/view?usp=drivesdk,14,15,595,1.8 m (5′11″),79.5 kg (175.3 lbs),58,235,285,2 Sp. Def,"70 (9.1% with PokéBall, full HP)",50 (normal),172,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,65,121,251,80,148,284,110,202,350,110,202,350,30,58,174,
968,Slowpoke,79,https://drive.google.com/file/d/1obO9IVOrqT6lC4xOC-Kr84jv7U3HyWB7/view?usp=drivesdk,18,15,596,1.2 m (3′11″),36.0 kg (79.4 lbs),227,235,285,1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,65,121,251,65,121,251,40,76,196,40,76,196,15,31,141,
969,Galarian Slowpoke,79,https://drive.google.com/file/d/1-YNfsH8U352axYpZ5gQuacPa70hlX011/view?usp=drivesdk,15,,596,1.2 m (3′11″),36.0 kg (79.4 lbs),114,235,285,1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),63,Medium Fast,12,14,"50% male, 50% female","20 (4,884–5,140 steps)",90,290,384,65,121,251,65,121,251,40,76,196,40,76,196,15,31,141,
970,Slugma,218,https://drive.google.com/file/d/1MNwqHJ4i-L8SbkimVV-bcnDciLUPumxm/view?usp=drivesdk,7,,411,0.7 m (2′04″),35.0 kg (77.2 lbs),196,95,436,1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),50,Medium Fast,2,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,40,76,196,40,76,196,70,130,262,40,76,196,20,40,152,
971,Slurpuff,685,https://drive.google.com/file/d/1qFXUaZF78Vk6mduJG5YzoHyLQi8os3h-/view?usp=drivesdk,5,,597,0.8 m (2′07″),5.0 kg (11.0 lbs),379,418,,2 Defense,"140 (18.3% with PokéBall, full HP)",50 (normal),168,Medium Fast,6,,"50% male, 50% female","20 (4,884–5,140 steps)",82,274,368,80,148,284,86,159,298,85,157,295,75,139,273,72,134,267,
972,Smeargle,235,https://drive.google.com/file/d/1kLRBIytF6fGCvOOr9uraak-JFxRcvdUZ/view?usp=drivesdk,13,,598,1.2 m (3′11″),58.0 kg (127.9 lbs),235,390,211,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),88,Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,20,40,152,35,67,185,20,40,152,45,85,207,75,139,273,
973,Smoliv,928,https://drive.google.com/file/d/1_0MZzdIBUZD8038Zg8KHgjw78UAu7_4Y/view?usp=drivesdk,10,13,21,0.3 m (1′00″),6.5 kg (14.3 lbs),83,130,,1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",41,192,286,35,67,185,45,85,207,58,108,236,51,96,221,30,58,174,
974,Smoochum,238,https://drive.google.com/file/d/1nPI1MHbJWRQy0xtrlrNZfyRqd_Ekbw39/view?usp=drivesdk,12,15,599,0.4 m (1′04″),6.0 kg (13.2 lbs),227,105,146,1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),61,Medium Fast,13,,"0% male, 100% female","25 (6,169–6,425 steps)",45,200,294,30,58,174,15,31,141,85,157,295,65,121,251,65,121,251,
975,Sneasel,215,https://drive.google.com/file/d/1yJAay_sHkiyZyPLBnY8M4bnV3QWpbm6P/view?usp=drivesdk,2,12,600,0.9 m (2′11″),28.0 kg (61.7 lbs),160,172,241,1 Speed,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,
976,Hisuian Sneasel,215,https://drive.google.com/file/d/1f7fWTTn-9Zb7p95q7OUkjci3vUucTHrJ/view?usp=drivesdk,6,14,600,0.9 m (2′11″),27.0 kg (59.5 lbs),160,172,241,1 Speed,"60 (7.8% with PokéBall, full HP)",35 (lower than normal),86,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,95,175,317,55,103,229,35,67,185,75,139,273,115,211,361,
977,Sneasler,903,https://drive.google.com/file/d/1yT8B1UhLBhUv8OfJ2sjf7RgLc2YeUt86/view?usp=drivesdk,6,14,601,1.3 m (4′03″),43.0 kg (94.8 lbs),259,417,253,2 Attack,"20 (2.6% with PokéBall, full HP)",50 (normal),102,Medium Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",80,270,364,130,238,394,60,112,240,40,76,196,80,148,284,120,220,372,
978,Snivy,495,https://drive.google.com/file/d/1avGDqEcv0CefeC9fdnxqsxE8OkTxGgLZ/view?usp=drivesdk,10,,570,0.6 m (2′00″),8.1 kg (17.9 lbs),233,51,,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,9,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,45,85,207,55,103,229,45,85,207,55,103,229,63,117,247,
979,Snom,872,https://drive.google.com/file/d/18mdQCE8WWI4UZTp_uOoCvl5_22XDjMsX/view?usp=drivesdk,12,1,106,0.3 m (1′00″),3.8 kg (8.4 lbs),325,151,,1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),37,Medium Fast,3,,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,25,49,163,35,67,185,45,85,207,30,58,174,20,40,152,
980,Snorlax,143,https://drive.google.com/file/d/1t6WjOnPdd0vt5bDwQ58P6dMVak-LwGEI/view?usp=drivesdk,13,,602,2.1 m (6′11″),460.0 kg (1014.1 lbs),154,399,115,2 HP,"25 (3.3% with PokéBall, full HP)",50 (normal),189,Slow,12,,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",160,430,524,110,202,350,65,121,251,65,121,251,110,202,350,30,58,174,
981,Snorunt,361,https://drive.google.com/file/d/1nI4FlowF3eZPG8Q__DM4d1Kq349gwVlt/view?usp=drivesdk,12,,603,0.7 m (2′04″),16.8 kg (37.0 lbs),160,148,211,1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Medium Fast,6,11,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,50,94,218,50,94,218,50,94,218,50,94,218,50,94,218,
982,Snover,459,https://drive.google.com/file/d/13sn8v77WL8SX-TC4M40npIHBg2EqhvlS/view?usp=drivesdk,10,12,1,1.0 m (3′03″),50.5 kg (111.3 lbs),339,346,,1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),67,Slow,9,12,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,50,94,218,62,116,245,60,112,240,40,76,196,
983,Snubbull,209,https://drive.google.com/file/d/1Zwr3iaT2YnVEd8NE8KKhRAyoWLqixero/view?usp=drivesdk,5,,134,0.6 m (2′00″),7.8 kg (17.2 lbs),164,295,279,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),60,Fast,6,7,"25% male, 75% female","20 (4,884–5,140 steps)",60,230,324,80,148,284,50,94,218,40,76,196,40,76,196,30,58,174,
984,Sobble,816,https://drive.google.com/file/d/1tFY6Aaf24dguPpSuBsewlN9BGeXHY_UX/view?usp=drivesdk,18,,203,0.3 m (1′00″),4.0 kg (8.8 lbs),403,336,,"1 Sp. Def, 1 Speed","45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,40,76,196,40,76,196,70,130,262,40,76,196,70,130,262,
985,Solgaleo,791,https://drive.google.com/file/d/1okGpGzN7omsGwcl673lB1k9U4p2HYxHl/view?usp=drivesdk,15,17,604,3.4 m (11′02″),230.0 kg (507.1 lbs),110,,,3 Attack,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),306,Slow,13,,Genderless,"120 (30,584–30,840 steps)",137,384,478,137,251,410,107,197,344,113,207,357,89,164,304,97,179,322,
986,Solosis,577,https://drive.google.com/file/d/12Rt496be41ZCxY5LXtVJvXHN7mHnJvu3/view?usp=drivesdk,15,,605,0.3 m (1′00″),1.0 kg (2.2 lbs),231,192,285,1 Sp. Atk,"200 (26.1% with PokéBall, full HP)",50 (normal),58,Medium Slow,2,,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,30,58,174,40,76,196,105,193,339,50,94,218,20,40,152,
987,Solrock,338,https://drive.google.com/file/d/1ifd8UcirAQIfRtX5g-b9CSrM3lLP2Jir/view?usp=drivesdk,16,15,402,1.2 m (3′11″),154.0 kg (339.5 lbs),178,,,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Fast,11,,Genderless,"25 (6,169–6,425 steps)",90,290,384,95,175,317,85,157,295,55,103,229,65,121,251,70,130,262,
988,Spearow,21,https://drive.google.com/file/d/1F0FQqedlAYeKEcW4Fqz7gxt5zaKARp64/view?usp=drivesdk,13,8,470,0.3 m (1′00″),2.0 kg (4.4 lbs),172,336,,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),52,Medium Fast,8,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,30,58,174,31,60,177,31,60,177,70,130,262,
989,Spectrier,897,https://drive.google.com/file/d/1URK0TREB6P45EycQCiGJ9ee1ZroE6h0R/view?usp=drivesdk,9,,606,2.0 m (6′07″),44.5 kg (98.1 lbs),123,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,65,121,251,60,112,240,145,265,427,80,148,284,130,238,394,
990,Spewpa,665,https://drive.google.com/file/d/1unKtvrZ35ms4NnyW1upp6V1B8PdkpbDE/view?usp=drivesdk,1,,561,0.3 m (1′00″),8.4 kg (18.5 lbs),319,107,,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),75,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",45,200,294,22,44,157,60,112,240,27,53,168,30,58,174,29,56,172,
991,Spheal,363,https://drive.google.com/file/d/1j-DpKKjebxyquAfXe-tS6ALAfcdfgxXp/view?usp=drivesdk,12,18,607,0.8 m (2′07″),39.5 kg (87.1 lbs),399,148,228,1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Slow,7,14,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,40,76,196,50,94,218,55,103,229,50,94,218,25,49,163,
992,Spidops,918,https://drive.google.com/file/d/1Tey4gn3iOkAArnInONYYDeeuY8lkE7P8/view?usp=drivesdk,1,,608,1.0 m (3′03″),16.5 kg (36.4 lbs),162,350,,2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),141,Erratic,3,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,79,146,282,92,170,311,52,98,223,86,159,298,35,67,185,
993,Spinarak,167,https://drive.google.com/file/d/1Du4YCofEgh9n7RYB-DhnSwHbIYrrlMVS/view?usp=drivesdk,1,14,609,0.5 m (1′08″),8.5 kg (18.7 lbs),377,162,336,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,60,112,240,40,76,196,40,76,196,40,76,196,30,58,174,
994,Spinda,327,https://drive.google.com/file/d/12DaVQ1QZHtbdp5Er44Hjpg1NdI9ZyCg6/view?usp=drivesdk,13,,610,1.1 m (3′07″),5.0 kg (11.0 lbs),235,387,51,1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),126,Fast,7,10,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,60,112,240,60,112,240,60,112,240,60,112,240,60,112,240,
995,Spiritomb,442,https://drive.google.com/file/d/1bp02SmubootNP5YrVmHPg_zKCIwvL3JL/view?usp=drivesdk,9,2,611,1.0 m (3′03″),108.0 kg (238.1 lbs),259,158,,"1 Defense, 1 Sp. Def","100 (13.1% with PokéBall, full HP)",50 (normal),170,Medium Fast,2,,"50% male, 50% female","30 (7,454–7,710 steps)",50,210,304,92,170,311,108,198,346,92,170,311,108,198,346,35,67,185,
996,Spoink,325,https://drive.google.com/file/d/1bgQcvJmCW3hUVsBuJMTDQX7gYS0HgUuJ/view?usp=drivesdk,15,,612,0.7 m (2′04″),30.6 kg (67.5 lbs),399,235,115,1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),66,Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,25,49,163,35,67,185,70,130,262,80,148,284,60,112,240,
997,Sprigatito,906,https://drive.google.com/file/d/1dYO930FnbKQqfpKBaoBOMIVMSxMZgp7i/view?usp=drivesdk,10,,257,0.4 m (1′04″),4.1 kg (9.0 lbs),233,264,,1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,7,9,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",40,190,284,61,114,243,54,101,227,45,85,207,45,85,207,65,121,251,
998,Spritzee,682,https://drive.google.com/file/d/112S7oY786oas3yC4a0GvHElQ8rkF94xK/view?usp=drivesdk,5,,613,0.2 m (0′08″),0.5 kg (1.1 lbs),131,17,,1 HP,"200 (26.1% with PokéBall, full HP)",50 (normal),68,Medium Fast,6,,"50% male, 50% female","20 (4,884–5,140 steps)",78,266,360,52,98,223,60,112,240,63,117,247,65,121,251,23,45,159,
999,Squawkabilly Green Plumage,931,https://drive.google.com/file/d/1m09AVrYzVwdS_1tdZ5iTIlTgoqV1QCuI/view?usp=drivesdk,13,8,614,0.6 m (2′00″),2.4 kg (5.3 lbs),164,143,128,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,8,,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,
1000,Squawkabilly Blue Plumage,931,https://drive.google.com/file/d/1dpOIUAlLXWNXRrHO5Nc3kYRXXlZh5-Lg/view?usp=drive_link,13,8,614,0.6 m (2′00″),2.4 kg (5.3 lbs),164,143,128,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,8,,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,
1001,Squawkabilly Yellow Plumage,931,https://drive.google.com/file/d/1vNsJPEm21hS-zr6Q8o0DAmWj6DRtYrBT/view?usp=drive_link,13,8,614,0.6 m (2′00″),2.4 kg (5.3 lbs),164,143,322,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,8,,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,
1002,Squawkabilly White Plumage,931,https://drive.google.com/file/d/1hRekaj13nA0wbpZNxJG76AqDdUTGYoAq/view?usp=drive_link,13,8,614,0.6 m (2′00″),2.4 kg (5.3 lbs),164,143,322,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),146,Erratic,8,,"50% male, 50% female","15 (3,599–3,855 steps)",82,274,368,96,177,320,51,96,221,45,85,207,51,96,221,92,170,311,
1003,Squirtle,7,https://drive.google.com/file/d/1kuVo1_0oPw61aNzE71cAGTPpPesUSIw0/view?usp=drivesdk,18,,615,0.5 m (1′08″),9.0 kg (19.8 lbs),403,277,,1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),63,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",44,198,292,48,90,214,65,121,251,50,94,218,64,119,249,43,81,203,
1004,Stakataka,805,https://drive.google.com/file/d/1JKnd4JSeJ-iNPfBoAKqdXhgpLR_gIkp5/view?usp=drivesdk,16,17,616,5.5 m (18′01″),820.0 kg (1807.8 lbs),27,,,3 Defense,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,13,,Genderless,"120 (30,584–30,840 steps)",61,232,326,131,240,397,211,384,573,53,99,225,101,186,331,13,27,137,
1005,Stantler,234,https://drive.google.com/file/d/1IetdOyqkvoVG3JsdNaMwI-GQ8K9VxQar/view?usp=drivesdk,13,,617,1.4 m (4′07″),71.2 kg (157.0 lbs),164,108,306,1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),163,Slow,7,,"50% male, 50% female","20 (4,884–5,140 steps)",73,256,350,95,175,317,62,116,245,85,157,295,65,121,251,85,157,295,
1006,Staraptor,398,https://drive.google.com/file/d/1KDOAtaazF2NEBA53Nui7QJc8XzVrPTu2/view?usp=drivesdk,13,8,618,1.2 m (3′11″),24.9 kg (54.9 lbs),164,282,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),243,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,120,220,372,70,130,262,50,94,218,60,112,240,100,184,328,
1007,Staravia,397,https://drive.google.com/file/d/1OqNjvsq0Fi6NQYnnEi9KR8x5ERN1VqzL/view?usp=drivesdk,13,8,619,0.6 m (2′00″),15.5 kg (34.2 lbs),164,282,,2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",55,220,314,75,139,273,50,94,218,40,76,196,40,76,196,80,148,284,
1008,Starly,396,https://drive.google.com/file/d/1I7SPr8ZQqlK4fJl1FYCBxny0eNgfTtxo/view?usp=drivesdk,13,8,619,0.3 m (1′00″),2.0 kg (4.4 lbs),172,282,,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Medium Slow,8,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,55,103,229,30,58,174,30,58,174,30,58,174,60,112,240,
1009,Starmie,121,https://drive.google.com/file/d/1kf7Mudv-FpJJsux3QjzFwDk_A0zRulWi/view?usp=drivesdk,18,15,620,1.1 m (3′07″),80.0 kg (176.4 lbs),152,220,8,2 Speed,"60 (7.8% with PokéBall, full HP)",50 (normal),182,Slow,16,,Genderless,"20 (4,884–5,140 steps)",60,230,324,75,139,273,85,157,295,100,184,328,85,157,295,115,211,361,
1010,Staryu,120,https://drive.google.com/file/d/1ABlC5mvkdulVmNVX7i9P8U19NqRZ9tpA/view?usp=drivesdk,18,,135,0.8 m (2′07″),34.5 kg (76.1 lbs),152,220,8,1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),68,Slow,16,,Genderless,"20 (4,884–5,140 steps)",30,170,264,45,85,207,55,103,229,70,130,262,55,103,229,85,157,295,
1011,Steelix,208,https://drive.google.com/file/d/1Nu2d2fiz42pioGMxyEucXHGaHdXlo4Et/view?usp=drivesdk,17,11,621,9.2 m (30′02″),400.0 kg (881.8 lbs),290,369,322,2 Defense,"25 (3.3% with PokéBall, full HP)",50 (normal),179,Medium Fast,11,,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,85,157,295,200,364,548,55,103,229,65,121,251,30,58,174,
1012,Mega Steelix,208,https://drive.google.com/file/d/1KnsxAwHs-J_DHzG8YgCapKTeJAqpmwgU/view?usp=drivesdk,17,11,621,10.5 m (34′05″),740.0 kg (1631.4 lbs),297,,,2 Defense,"25 (3.3% with PokéBall, full HP)",50 (normal),214,Medium Fast,11,,"50% male, 50% female","25 (6,169–6,425 steps)",75,260,354,125,229,383,230,418,614,55,103,229,95,175,317,30,58,174,
1013,Steenee,762,https://drive.google.com/file/d/1CH-FIei0Y3HfyPSIiaxiXpSsxllZADzp/view?usp=drivesdk,10,,76,0.7 m (2′04″),8.2 kg (18.1 lbs),176,227,380,2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),102,Medium Slow,9,,"0% male, 100% female","20 (4,884–5,140 steps)",52,214,308,40,76,196,48,90,214,40,76,196,48,90,214,62,116,245,
1014,Stonjourner,874,https://drive.google.com/file/d/1L9upegllYXBucgZ8a0I5b4-fn3_-s1u8/view?usp=drivesdk,16,,622,2.5 m (8′02″),520.0 kg (1146.4 lbs),256,,,2 Defense,"60 (7.8% with PokéBall, full HP)",50 (normal),165,Slow,11,,"50% male, 50% female","25 (6,169–6,425 steps)",100,310,404,125,229,383,135,247,405,20,40,152,20,40,152,70,130,262,
1015,Stoutland,508,https://drive.google.com/file/d/1Gt-TM4LoJ7UpZCD9pOAhhGJX2HHpKECZ/view?usp=drivesdk,13,,623,1.2 m (3′11″),61.0 kg (134.5 lbs),164,299,309,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),225,Medium Slow,7,,"50% male, 50% female","15 (3,599–3,855 steps)",85,280,374,110,202,350,90,166,306,45,85,207,90,166,306,80,148,284,
1016,Stufful,759,https://drive.google.com/file/d/1xSwY9G4yu6ivx9G8phhYlL2Bz7bHqzfZ/view?usp=drivesdk,13,6,624,0.5 m (1′08″),6.8 kg (15.0 lbs),102,174,62,1 Attack,"140 (18.3% with PokéBall, full HP)",50 (normal),68,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,75,139,273,50,94,218,45,85,207,50,94,218,50,94,218,
1017,Stunfisk,618,https://drive.google.com/file/d/1MA0xZXGXXsn9Ob1EVAxlJjgJjhnklXxX/view?usp=drivesdk,11,4,608,0.7 m (2′04″),11.0 kg (24.3 lbs),355,184,304,2 HP,"75 (9.8% with PokéBall, full HP)",70 (higher than normal),165,Medium Fast,2,14,"50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,66,123,254,84,155,293,81,150,287,99,182,326,32,62,179,
1018,Galarian Stunfisk,618,https://drive.google.com/file/d/1jo6ajb3tLyhgVSE7m4PPfcARi_qucjCq/view?usp=drivesdk,11,17,608,0.7 m (2′04″),20.5 kg (45.2 lbs),202,,,2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),165,Medium Fast,2,14,"50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,81,150,287,99,182,326,66,123,254,84,155,293,32,62,179,
1019,Stunky,434,https://drive.google.com/file/d/1PnSGTPBzDHgNFj6IbUTk2ZJ9ZCoP_EvG/view?usp=drivesdk,14,2,590,0.4 m (1′04″),19.2 kg (42.3 lbs),362,5,173,1 Speed,"225 (29.4% with PokéBall, full HP)",50 (normal),66,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",63,236,330,63,117,247,47,89,212,41,78,199,41,78,199,74,137,271,
1020,Sudowoodo,185,https://drive.google.com/file/d/1GBQYczHz1dtYQUEiLw0F2ZOpFdsfPt0f/view?usp=drivesdk,16,,625,1.2 m (3′11″),38.0 kg (83.8 lbs),369,290,279,2 Defense,"65 (8.5% with PokéBall, full HP)",50 (normal),144,Medium Fast,11,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,115,211,361,30,58,174,65,121,251,30,58,174,
